経過時間_秒, Green, SinWave
30.935, 4.23, 9.68
30.973, 6.42, 9.31
31.006, 7.24, 8.64
31.034, 8.28, 7.86
31.077, 9.27, 6.39
31.107, 9.68, 5.25
31.141, 9.64, 3.94
31.174, 9.39, 2.74
31.208, 9.12, 1.51
31.235, 8.88, 0.60
31.269, 8.59, 0.20
31.307, 8.22, 0.82
31.335, 7.70, 1.92
31.374, 7.05, 4.06
31.410, 6.30, 6.24
31.442, 5.51, 7.97
31.473, 4.37, 8.90
31.507, 2.47, 9.48
31.540, 0.90, 9.71
31.573, 0.83, 9.58
31.612, 0.80, 9.00
31.635, 0.76, 8.45
31.675, 0.71, 7.18
31.705, 0.73, 6.12
31.729, 0.80, 5.19
31.765, 0.69, 3.79
31.807, 0.48, 2.29
31.837, 0.78, 1.59
31.873, 1.77, 0.42
31.907, 3.56, 0.25
31.940, 6.06, 0.99
31.976, 7.07, 2.64
32.007, 8.07, 4.49
32.039, 9.16, 6.48
32.068, 9.71, 8.06
32.107, 9.76, 9.10
32.139, 9.57, 9.56
32.172, 9.34, 9.71
32.202, 9.12, 9.56
32.242, 8.87, 8.93
32.275, 8.55, 8.10
32.307, 8.10, 7.08
32.340, 7.51, 5.88
32.370, 6.83, 4.73
32.411, 6.13, 3.19
32.433, 5.20, 2.43
32.477, 3.64, 0.96
32.511, 1.15, 0.24
32.545, 0.99, 0.46
32.575, 0.91, 1.41
32.607, 0.84, 3.09
32.642, 0.83, 5.18
32.677, 0.78, 7.28
32.705, 0.70, 8.51
32.740, 0.39, 9.26
32.776, 0.51, 9.66
32.815, 1.22, 9.65
32.843, 2.63, 9.35
32.877, 4.67, 8.68
32.908, 6.89, 7.83
32.942, 7.89, 6.69
32.974, 9.06, 5.50
33.015, 9.64, 3.93
33.044, 9.69, 2.87
33.075, 9.37, 1.87
33.110, 8.96, 0.68
33.144, 8.61, 9.32
33.170, 8.31, 9.26
33.214, 8.00, 8.40
